;Criteria A;Criteria B;Criteria C;Criteria D;Criteria E;Criteria F;Stations AD;Stations AE;Stations AF;Stations BD;Stations BE;Stations BF;Stations CD;Stations CE;Stations CF;Raw_score;Score
39894;Commence par un B;Nom en 3 mots ou plus;Situe dans Nantes;Moins de 1 km du chateau;Moins de 2 km hippodrome;Sur la ligne de Busway 4;3;3;3;4;4;4;16;11;12;32;3.5
39895;Commence par un B;Contient une lettre doublee;Moins de 1 km du chateau;Nom en 1 seul mot;Sur la ligne de Busway 4;Termine par un S;12;3;1;9;3;6;5;3;4;37;4.0
39896;Commence par un B;Contient une lettre doublee;Nom en 1 seul mot;Moins de 1 km du chateau;Sur la ligne de Busway 4;Termine par un S;3;3;1;3;3;6;5;7;8;39;4.5
39897;Commence par un B;Contient une lettre doublee;Sur la ligne de Busway 4;Moins de 1 km du chateau;Nom en 1 seul mot;Termine par un S;3;12;1;3;9;6;3;7;5;36;4.0
39898;Commence par un B;Contient une lettre doublee;Termine par un S;Moins de 1 km du chateau;Nom en 1 seul mot;Sur la ligne de Busway 4;3;12;3;3;9;3;4;8;5;36;4.0
39899;Commence par un B;Moins de 1 km du chateau;Nom en 1 seul mot;Contient une lettre doublee;Sur la ligne de Busway 4;Termine par un S;5;3;1;3;3;4;9;7;8;37;4.0
39900;Commence par un B;Moins de 1 km du chateau;Sur la ligne de Busway 4;Contient une lettre doublee;Nom en 1 seul mot;Termine par un S;5;12;1;3;5;4;3;7;5;36;4.0
39901;Commence par un B;Moins de 1 km du chateau;Termine par un S;Contient une lettre doublee;Nom en 1 seul mot;Sur la ligne de Busway 4;5;12;3;3;5;3;6;8;5;36;4.0
39902;Commence par un B;Nom en 1 seul mot;Sur la ligne de Busway 4;Contient une lettre doublee;Moins de 1 km du chateau;Termine par un S;5;3;1;9;5;8;3;3;5;38;4.0
39903;Commence par un B;Nom en 1 seul mot;Termine par un S;Contient une lettre doublee;Moins de 1 km du chateau;Sur la ligne de Busway 4;5;3;3;9;5;7;6;4;5;36;4.0
39904;Commence par un B;Sur la ligne de Busway 4;Termine par un S;Contient une lettre doublee;Moins de 1 km du chateau;Nom en 1 seul mot;5;3;12;3;3;7;6;4;8;35;4.0
39905;En correspondance avec un Chronobus;Moins de 1 km du chateau;Sur une autre commune que Nantes;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;7;9;7;4;6;4;6;3;16;31;3.5
39906;En correspondance avec un Chronobus;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;Moins de 1 km du chateau;Sur la ligne de Tramway 3;Sur une autre commune que Nantes;7;7;5;4;5;6;6;6;3;35;4.0
39907;En correspondance avec un Chronobus;Nom en 3 mots ou plus;Sur la ligne de Tramway 3;Moins de 1 km du chateau;Sur la ligne de Tramway 2;Sur une autre commune que Nantes;7;9;5;4;6;6;4;6;16;31;3.5
39908;En correspondance avec un Chronobus;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;Moins de 1 km du chateau;Nom en 3 mots ou plus;Sur une autre commune que Nantes;7;7;5;6;6;3;4;5;16;32;3.5
39909;Commence par un B;Contient un P;Moins de 1 km d une riviere;Moins de 2 km des machines;Moins de 2 km hippodrome;Nom en 3 mots ou plus;2;3;1;7;1;8;31;3;12;34;4.0
39910;Commence par un B;Contient un P;Nom en 3 mots ou plus;Moins de 1 km d une riviere;Moins de 2 km des machines;Moins de 2 km hippodrome;8;2;3;12;7;1;12;10;4;31;3.5
39911;Commence par un B;Sur 2 lignes ou plus;Terminus de ligne;En correspondance avec un Chronobus;Ile de Nantes;Moins de 1 km d une riviere;4;1;8;3;4;8;4;1;7;36;4.0
39912;Moins de 1 km de la Tour Bretagne;Moins de 2 km hippodrome;Sur une autre commune que Nantes;Nord Loire;Sur la ligne de Tramway 1;Sur la ligne de Tramway 2;13;4;5;12;1;10;16;7;3;27;3.0
39913;Commence par un B;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Nord Loire;Situe dans Nantes;Sur la ligne de Tramway 3;10;11;4;23;21;7;12;11;1;22;2.5
39914;Commence par un B;En correspondance avec un Chronobus;Nord Loire;Moins de 2 km hippodrome;Situe dans Nantes;Sur la ligne de Tramway 3;3;11;4;2;21;7;12;59;18;24;2.5
39915;Commence par un B;En correspondance avec un Chronobus;Situe dans Nantes;Moins de 2 km hippodrome;Nord Loire;Sur la ligne de Tramway 3;3;10;4;2;23;7;11;59;15;24;2.5
39916;Commence par un B;En correspondance avec un Chronobus;Sur la ligne de Tramway 3;Moins de 2 km hippodrome;Nord Loire;Situe dans Nantes;3;10;11;2;23;21;1;18;15;23;2.5
39917;Commence par un B;Moins de 2 km hippodrome;Nord Loire;En correspondance avec un Chronobus;Situe dans Nantes;Sur la ligne de Tramway 3;4;11;4;2;11;1;23;59;18;25;3.0
39918;Commence par un B;Moins de 2 km hippodrome;Situe dans Nantes;En correspondance avec un Chronobus;Nord Loire;Sur la ligne de Tramway 3;4;10;4;2;12;1;21;59;15;25;3.0
39919;Commence par un B;Moins de 2 km hippodrome;Sur la ligne de Tramway 3;En correspondance avec un Chronobus;Nord Loire;Situe dans Nantes;4;10;11;2;12;11;7;18;15;22;2.5
39920;Commence par un B;Nord Loire;Situe dans Nantes;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Sur la ligne de Tramway 3;4;3;4;23;12;18;21;11;15;21;2.5
39921;Commence par un B;Nord Loire;Sur la ligne de Tramway 3;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Situe dans Nantes;4;3;11;23;12;59;7;1;15;24;2.5
39922;Commence par un B;Situe dans Nantes;Sur la ligne de Tramway 3;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Nord Loire;4;3;10;21;11;59;7;1;18;24;2.5
39923;Contient une lettre doublee;Moins de 1 km d une riviere;Sur la ligne de Tramway 3;Ile de Nantes;Moins de 1 km de la Tour Bretagne;Nord Loire;2;3;21;16;13;31;3;6;18;24;2.5
39924;Commence par un B;Contient un H;Moins de 1 km d une riviere;Moins de 1 km de la Tour Bretagne;Ne contient pas de E;Sur la ligne de Tramway 2;2;2;2;5;4;7;13;11;14;30;3.5
39925;Commence par un B;Contient un H;Moins de 1 km de la Tour Bretagne;Moins de 1 km d une riviere;Ne contient pas de E;Sur la ligne de Tramway 2;8;2;2;13;4;7;13;2;5;31;3.5
39926;Commence par un B;Contient un H;Ne contient pas de E;Moins de 1 km d une riviere;Moins de 1 km de la Tour Bretagne;Sur la ligne de Tramway 2;8;2;2;13;5;7;11;2;4;32;3.5
39927;Commence par un B;Contient un H;Sur la ligne de Tramway 2;Moins de 1 km d une riviere;Moins de 1 km de la Tour Bretagne;Ne contient pas de E;8;2;2;13;5;4;14;5;4;31;3.5
39928;Commence par un M;Contient un H;Termine par un S;Moins de 1 km du chateau;Moins de 2 km hippodrome;Sud Loire;1;2;2;4;5;4;4;3;5;40;4.5
39929;Commence par un M;Contient un H;En correspondance avec un Chronobus;Moins de 2 km des machines;Nom en 1 seul mot;Terminus de ligne;2;6;1;8;7;2;8;10;4;34;4.0
39930;Commence par un M;Contient un H;Moins de 2 km des machines;En correspondance avec un Chronobus;Nom en 1 seul mot;Terminus de ligne;2;6;1;5;7;2;8;12;3;36;4.0
39931;Commence par un M;Contient un H;Nom en 1 seul mot;En correspondance avec un Chronobus;Moins de 2 km des machines;Terminus de ligne;2;2;1;5;8;2;10;12;4;35;4.0
39932;Commence par un M;Contient un H;Terminus de ligne;En correspondance avec un Chronobus;Moins de 2 km des machines;Nom en 1 seul mot;2;2;6;5;8;7;4;3;4;37;4.0
39933;Commence par un M;En correspondance avec un Chronobus;Moins de 2 km des machines;Contient un H;Nom en 1 seul mot;Terminus de ligne;4;6;1;5;10;4;8;12;3;33;3.5
39934;Commence par un M;En correspondance avec un Chronobus;Nom en 1 seul mot;Contient un H;Moins de 2 km des machines;Terminus de ligne;4;2;1;5;8;4;7;12;4;34;4.0
39935;Commence par un M;En correspondance avec un Chronobus;Terminus de ligne;Contient un H;Moins de 2 km des machines;Nom en 1 seul mot;4;2;6;5;8;10;2;3;4;36;4.0
39936;Commence par un M;Moins de 2 km des machines;Nom en 1 seul mot;Contient un H;En correspondance avec un Chronobus;Terminus de ligne;4;2;1;8;8;3;7;10;4;34;4.0
39937;Commence par un M;Moins de 2 km des machines;Terminus de ligne;Contient un H;En correspondance avec un Chronobus;Nom en 1 seul mot;4;2;6;8;8;12;2;4;4;34;4.0
39938;Commence par un M;Nom en 1 seul mot;Terminus de ligne;Contient un H;En correspondance avec un Chronobus;Moins de 2 km des machines;4;2;2;7;10;12;2;4;3;35;4.0
39939;En correspondance avec un Chronobus;Nom en 1 seul mot;Nom en 3 mots ou plus;Sud Loire;Sur la ligne de Busway 5;Terminus de ligne;3;3;4;9;8;4;4;5;4;36;4.0
39940;En correspondance avec un Chronobus;Sud Loire;Sur la ligne de Busway 5;Nom en 1 seul mot;Nom en 3 mots ou plus;Terminus de ligne;10;7;4;9;4;3;8;5;2;33;3.5
39941;Contient un P;Ne contient pas de E;Nom en 1 seul mot;Moins de 2 km hippodrome;Sur 2 lignes ou plus;Terminus de ligne;1;1;3;1;2;1;4;4;4;42;4.5
39942;Contient un P;Contient une lettre doublee;Terminus de ligne;Ile de Nantes;Sur la ligne de Tramway 1;Sur une autre commune que Nantes;4;3;7;2;12;5;1;4;7;35;4.0
39943;Commence par un M;Contient un P;Nord Loire;Moins de 1 km du chateau;Moins de 1km du peripherique;Sur 2 lignes ou plus;1;2;1;2;3;1;16;23;3;37;4.0
39944;Commence par un B;Moins de 1km du peripherique;Nom de 9 lettres ou moins;Situe dans Nantes;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;11;3;4;13;2;4;33;4;14;27;3.0
39945;Commence par un B;Moins de 1km du peripherique;Situe dans Nantes;Nom de 9 lettres ou moins;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;9;3;4;11;2;4;33;12;15;27;3.0
39946;Commence par un B;Nom de 9 lettres ou moins;Situe dans Nantes;Moins de 1km du peripherique;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;4;3;4;11;4;14;13;12;15;24;2.5
39947;Commence par un B;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;Moins de 1km du peripherique;Nom de 9 lettres ou moins;Situe dans Nantes;4;9;11;2;4;12;4;14;15;26;3.0
39948;Moins de 2 km hippodrome;Nord Loire;Sur la ligne de Busway 5;Sur la ligne de Tramway 3;Termine par un E;Termine par un S;1;4;3;18;26;12;1;4;5;31;3.5
39949;Moins de 2 km hippodrome;Sur la ligne de Busway 5;Sur la ligne de Tramway 3;Nord Loire;Termine par un E;Termine par un S;12;4;3;3;4;5;18;14;5;30;3.5
39950;Ile de Nantes;Nom en 1 seul mot;Sur une autre commune que Nantes;Ne contient pas de E;Sur la ligne de Tramway 3;Termine par un E;3;3;5;12;14;25;4;16;12;25;3.0
39951;Ile de Nantes;Sur la ligne de Tramway 3;Sur une autre commune que Nantes;Ne contient pas de E;Nom en 1 seul mot;Termine par un E;3;10;5;6;14;14;4;13;12;24;2.5
39952;Commence par un M;Commence par une voyelle;Contient un H;Contient un P;Ne contient pas de E;Sur la ligne de Tramway 3;2;2;2;1;1;3;4;4;6;42;4.5
39953;Commence par un M;Commence par une voyelle;Contient un P;Contient un H;Ne contient pas de E;Sur la ligne de Tramway 3;4;2;2;1;1;3;4;4;8;40;4.5
39954;Commence par un M;Commence par une voyelle;Ne contient pas de E;Contient un H;Contient un P;Sur la ligne de Tramway 3;4;2;2;1;1;3;4;4;6;41;4.5
39955;Commence par un M;Commence par une voyelle;Sur la ligne de Tramway 3;Contient un H;Contient un P;Ne contient pas de E;4;2;2;1;1;1;6;8;6;40;4.5
39956;En correspondance avec un Chronobus;Moins de 2 km des machines;Situe dans Nantes;Sud Loire;Sur la ligne de Busway 5;Sur la ligne de Tramway 1;3;3;9;3;9;8;7;15;28;29;3.0
39957;Contient une lettre doublee;Ne contient pas de E;Sur la ligne de Busway 4;Moins de 1km du peripherique;Sur 2 lignes ou plus;Sur une autre commune que Nantes;8;3;5;5;2;4;2;2;3;40;4.5
39958;Contient une lettre doublee;Moins de 1 km d une riviere;Nom en 3 mots ou plus;Situe dans Nantes;Sur la ligne de Tramway 2;Sur une autre commune que Nantes;22;9;5;52;14;6;17;6;6;23;2.5
39959;Contient une lettre doublee;Moins de 1 km d une riviere;Sur la ligne de Tramway 2;Nom en 3 mots ou plus;Situe dans Nantes;Sur une autre commune que Nantes;8;22;5;12;52;6;6;22;3;25;3.0
39960;Contient une lettre doublee;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;Moins de 1 km d une riviere;Situe dans Nantes;Sur une autre commune que Nantes;13;22;5;12;17;6;14;22;3;20;2.0
39961;Contient une lettre doublee;Situe dans Nantes;Sur une autre commune que Nantes;Moins de 1 km d une riviere;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;13;8;9;52;17;22;6;6;3;23;2.5
39962;Commence par un B;Commence par un M;Commence par une voyelle;Moins de 1 km du chateau;Nom en 1 seul mot;Sud Loire;3;12;3;1;6;2;1;1;1;41;4.5
39963;Commence par un M;Contient un H;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Nord Loire;1;2;9;5;8;19;3;8;21;30;3.5
39964;Commence par un M;Contient un H;Moins de 1 km de la Tour Bretagne;Contient une lettre doublee;Moins de 2 km des machines;Nord Loire;4;2;9;6;8;19;3;11;13;28;3.0
39965;Commence par un M;Contient un H;Moins de 2 km des machines;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;Nord Loire;4;1;9;6;5;19;8;11;17;27;3.0
39966;Commence par un M;Contient un H;Nord Loire;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;4;1;2;6;5;8;21;13;17;28;3.0
39967;Commence par un M;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;Contient un H;Moins de 2 km des machines;Nord Loire;4;2;9;6;8;21;5;11;13;27;3.0
39968;Commence par un M;Contient une lettre doublee;Moins de 2 km des machines;Contient un H;Moins de 1 km de la Tour Bretagne;Nord Loire;4;1;9;6;3;21;8;11;17;28;3.0
39969;Commence par un M;Contient une lettre doublee;Nord Loire;Contient un H;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;4;1;2;6;3;8;19;13;17;29;3.0
39970;Commence par un M;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Contient un H;Contient une lettre doublee;Nord Loire;4;4;9;5;3;13;8;8;17;28;3.0
39971;Commence par un M;Moins de 1 km de la Tour Bretagne;Nord Loire;Contient un H;Contient une lettre doublee;Moins de 2 km des machines;4;4;2;5;3;11;19;21;17;27;3.0
39972;Commence par un M;Moins de 2 km des machines;Nord Loire;Contient un H;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;4;4;1;8;8;11;19;21;13;24;2.5
39973;Contient une lettre doublee;Ile de Nantes;Moins de 2 km hippodrome;Moins de 1 km d une riviere;Sur la ligne de Tramway 3;Termine par un S;13;6;6;16;3;5;3;1;3;34;4.0
39974;Contient une lettre doublee;Moins de 1 km d une riviere;Sur la ligne de Tramway 3;Ile de Nantes;Moins de 2 km hippodrome;Termine par un S;2;4;6;16;3;16;3;1;5;34;4.0
39975;Contient une lettre doublee;Moins de 1 km d une riviere;Termine par un S;Ile de Nantes;Moins de 2 km hippodrome;Sur la ligne de Tramway 3;2;4;6;16;3;12;5;3;5;34;4.0
39976;Contient une lettre doublee;Sur la ligne de Tramway 3;Termine par un S;Ile de Nantes;Moins de 1 km d une riviere;Moins de 2 km hippodrome;2;13;4;3;12;1;5;16;3;32;3.5
39977;Commence par un M;Moins de 1km du peripherique;Nom en 1 seul mot;Sur la ligne de Busway 4;Sur une autre commune que Nantes;Termine par un E;2;2;5;2;14;8;7;13;25;28;3.0
39978;Commence par un M;Moins de 1km du peripherique;Sur la ligne de Busway 4;Nom en 1 seul mot;Sur une autre commune que Nantes;Termine par un E;6;2;5;12;14;8;7;3;5;31;3.5
39979;Commence par un M;Moins de 1km du peripherique;Sur une autre commune que Nantes;Nom en 1 seul mot;Sur la ligne de Busway 4;Termine par un E;6;2;5;12;2;8;13;3;12;31;3.5
39980;Commence par un M;Moins de 1km du peripherique;Termine par un E;Nom en 1 seul mot;Sur la ligne de Busway 4;Sur une autre commune que Nantes;6;2;2;12;2;14;25;5;12;29;3.0
39981;Commence par un M;Nom en 1 seul mot;Sur la ligne de Busway 4;Moins de 1km du peripherique;Sur une autre commune que Nantes;Termine par un E;2;2;5;12;13;25;2;3;5;32;3.5
39982;Commence par un M;Nom en 1 seul mot;Sur une autre commune que Nantes;Moins de 1km du peripherique;Sur la ligne de Busway 4;Termine par un E;2;2;5;12;7;25;14;3;12;28;3.0
39983;Commence par un M;Nom en 1 seul mot;Termine par un E;Moins de 1km du peripherique;Sur la ligne de Busway 4;Sur une autre commune que Nantes;2;2;2;12;7;13;8;5;12;30;3.5
39984;Commence par un M;Sur la ligne de Busway 4;Sur une autre commune que Nantes;Moins de 1km du peripherique;Nom en 1 seul mot;Termine par un E;2;6;5;2;7;5;14;13;12;29;3.0
39985;Commence par un M;Sur la ligne de Busway 4;Termine par un E;Moins de 1km du peripherique;Nom en 1 seul mot;Sur une autre commune que Nantes;2;6;2;2;7;3;8;25;12;33;3.5
39986;Commence par un M;Sur une autre commune que Nantes;Termine par un E;Moins de 1km du peripherique;Nom en 1 seul mot;Sur la ligne de Busway 4;2;6;2;14;13;3;8;25;5;29;3.0
39987;Nom en 1 seul mot;Nom en 3 mots ou plus;Situe dans Nantes;Sur 2 lignes ou plus;Sur la ligne de Busway 5;Sur la ligne de Tramway 2;4;8;7;2;5;6;8;15;22;28;3.0
39988;Nom en 1 seul mot;Nom en 3 mots ou plus;Sur 2 lignes ou plus;Situe dans Nantes;Sur la ligne de Busway 5;Sur la ligne de Tramway 2;38;8;7;17;5;6;8;2;6;28;3.0
39989;Nom en 1 seul mot;Nom en 3 mots ou plus;Sur la ligne de Busway 5;Situe dans Nantes;Sur 2 lignes ou plus;Sur la ligne de Tramway 2;38;4;7;17;2;6;15;2;1;29;3.0
39990;Nom en 1 seul mot;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;Situe dans Nantes;Sur 2 lignes ou plus;Sur la ligne de Busway 5;38;4;8;17;2;5;22;6;1;28;3.0
39991;Commence par un M;Commence par une voyelle;Nord Loire;Moins de 1 km du chateau;Moins de 1km du peripherique;Moins de 2 km des machines;1;2;2;1;2;3;16;23;17;33;3.5
39992;Moins de 1 km du chateau;Moins de 2 km des machines;Nom en 1 seul mot;Sur la ligne de Busway 4;Sur la ligne de Tramway 1;Sur la ligne de Tramway 3;3;5;4;5;8;10;7;20;14;27;3.0
39993;Moins de 1 km du chateau;Moins de 2 km des machines;Sur la ligne de Tramway 1;Nom en 1 seul mot;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;5;3;4;12;5;10;20;1;1;32;3.5
39994;Moins de 1 km du chateau;Nom en 1 seul mot;Sur la ligne de Tramway 1;Moins de 2 km des machines;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;11;3;4;12;7;14;8;1;1;30;3.5
39995;Moins de 1 km du chateau;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;Moins de 2 km des machines;Nom en 1 seul mot;Sur la ligne de Tramway 1;11;5;5;5;7;1;10;14;1;30;3.5
39996;Commence par une voyelle;Contient un P;Nom en 1 seul mot;Ile de Nantes;Moins de 1km du peripherique;Terminus de ligne;1;2;1;4;3;3;10;12;4;37;4.0
39997;Commence par une voyelle;Contient un P;Terminus de ligne;Ile de Nantes;Moins de 1km du peripherique;Nom en 1 seul mot;1;2;1;4;3;7;1;7;4;39;4.5
39998;Commence par une voyelle;Ile de Nantes;Moins de 1km du peripherique;Contient un P;Nom en 1 seul mot;Terminus de ligne;1;1;1;4;10;1;3;12;7;36;4.0
39999;Commence par une voyelle;Nom en 1 seul mot;Terminus de ligne;Contient un P;Ile de Nantes;Moins de 1km du peripherique;1;1;2;7;10;12;3;1;7;35;4.0
40000;Contient un H;Nord Loire;Sud Loire;Sur 2 lignes ou plus;Sur une autre commune que Nantes;Terminus de ligne;3;6;2;3;16;8;1;13;3;34;4.0
40001;Contient un P;Moins de 1 km du chateau;Ne contient pas de E;Nom en 1 seul mot;Nom en 3 mots ou plus;Sur la ligne de Tramway 1;7;8;3;5;4;5;12;1;5;34;4.0
40002;Contient un P;Moins de 1 km du chateau;Sur la ligne de Tramway 1;Ne contient pas de E;Nom en 1 seul mot;Nom en 3 mots ou plus;4;7;8;1;5;4;5;20;5;32;3.5
40003;Contient un P;Ne contient pas de E;Sur la ligne de Tramway 1;Moins de 1 km du chateau;Nom en 1 seul mot;Nom en 3 mots ou plus;2;7;8;1;12;1;5;20;5;32;3.5
40004;Contient un P;Nom en 1 seul mot;Nom en 3 mots ou plus;Moins de 1 km du chateau;Ne contient pas de E;Sur la ligne de Tramway 1;2;4;3;5;12;20;4;1;5;34;4.0
40005;Commence par une voyelle;Contient un H;Contient une lettre doublee;Contient un P;En correspondance avec un Chronobus;Nord Loire;1;1;6;4;5;19;5;6;21;32;3.5
40006;Commence par une voyelle;Contient un P;Contient une lettre doublee;Contient un H;En correspondance avec un Chronobus;Nord Loire;1;1;6;4;4;10;6;6;21;33;3.5
40007;Commence par une voyelle;Contient une lettre doublee;En correspondance avec un Chronobus;Contient un H;Contient un P;Nord Loire;1;1;6;6;5;21;5;4;23;32;3.5
40008;Commence par une voyelle;Contient une lettre doublee;Nord Loire;Contient un H;Contient un P;En correspondance avec un Chronobus;1;1;1;6;5;6;19;10;23;31;3.5
40009;Commence par une voyelle;Contient une lettre doublee;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Sur une autre commune que Nantes;Termine par un E;2;3;4;4;5;10;2;5;9;36;4.0
40010;Commence par une voyelle;Contient une lettre doublee;Moins de 2 km hippodrome;En correspondance avec un Chronobus;Sur une autre commune que Nantes;Termine par un E;1;3;4;6;5;10;2;1;4;38;4.0
40011;Commence par une voyelle;Contient une lettre doublee;Sur une autre commune que Nantes;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Termine par un E;1;2;4;6;4;10;5;1;12;35;4.0
40012;Commence par une voyelle;Contient une lettre doublee;Termine par un E;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Sur une autre commune que Nantes;1;2;3;6;4;5;9;4;12;36;4.0
40013;Commence par une voyelle;Ile de Nantes;Moins de 1 km de la Tour Bretagne;Nom en 3 mots ou plus;Sur 2 lignes ou plus;Sur la ligne de Busway 4;4;1;1;5;4;3;2;3;2;42;4.5
40014;Commence par un B;Moins de 1 km d une riviere;Moins de 2 km hippodrome;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Terminus de ligne;9;1;2;24;12;7;4;4;1;32;3.5
40015;Commence par un B;Moins de 1 km d une riviere;Terminus de ligne;Moins de 2 km hippodrome;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;3;9;1;3;24;12;1;5;4;34;4.0
